REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,13/12/2022 9:30,4193.37,-61.08,TRADE
VIC1,13/12/2022 10:00,4232.2,-60,TRADE
VIC1,13/12/2022 10:30,4037.33,-60.39,TRADE
VIC1,13/12/2022 11:00,4338.23,-48.6,TRADE
VIC1,13/12/2022 11:30,4317.55,-60,TRADE
VIC1,13/12/2022 12:00,4259.57,-60,TRADE
VIC1,13/12/2022 12:30,4502.44,-38,TRADE
VIC1,13/12/2022 13:00,4645.14,-38,TRADE
VIC1,13/12/2022 13:30,4605.04,-38,TRADE
VIC1,13/12/2022 14:00,4375.57,-38,TRADE
VIC1,13/12/2022 14:30,4384.72,-38,TRADE
VIC1,13/12/2022 15:00,4306.68,-38,TRADE
VIC1,13/12/2022 15:30,4463.54,-38,TRADE
VIC1,13/12/2022 16:00,4298.32,-61.47,TRADE
VIC1,13/12/2022 16:30,4433.77,-38,TRADE
VIC1,13/12/2022 17:00,4510.26,-38,TRADE
VIC1,13/12/2022 17:30,4913.39,9,TRADE
VIC1,13/12/2022 18:00,4941.19,15.66,TRADE
VIC1,13/12/2022 18:30,5229.2,8.94,TRADE
VIC1,13/12/2022 19:00,5329.71,81.45,TRADE
VIC1,13/12/2022 19:30,5308.52,37.44,TRADE
VIC1,13/12/2022 20:00,5394.47,29.73,TRADE
VIC1,13/12/2022 20:30,5251.08,8.94,TRADE
VIC1,13/12/2022 21:00,5086.94,26.3,TRADE
VIC1,13/12/2022 21:30,4934.5,19.13,TRADE
VIC1,13/12/2022 22:00,4683.57,8.9,TRADE
VIC1,13/12/2022 22:30,4458.92,8.94,TRADE
VIC1,13/12/2022 23:00,4373.56,8.94,TRADE
VIC1,13/12/2022 23:30,4550.2,8.94,TRADE
VIC1,14/12/2022 0:00,4438.55,8.94,TRADE
VIC1,14/12/2022 0:30,4240.61,8.94,TRADE
VIC1,14/12/2022 1:00,4150.42,4.95,TRADE
VIC1,14/12/2022 1:30,4003.23,6.15,TRADE
VIC1,14/12/2022 2:00,3954.45,8.94,TRADE
VIC1,14/12/2022 2:30,3922.86,8.94,TRADE
VIC1,14/12/2022 3:00,3805.49,4.14,TRADE
VIC1,14/12/2022 3:30,3874.02,8.94,TRADE
VIC1,14/12/2022 4:00,3991.2,8.94,TRADE
VIC1,14/12/2022 4:30,4144.05,8.94,TRADE
VIC1,14/12/2022 5:00,4413.99,8.94,TRADE
VIC1,14/12/2022 5:30,4740.12,19.13,TRADE
VIC1,14/12/2022 6:00,5064.54,64.64,TRADE
VIC1,14/12/2022 6:30,5256.77,8.94,TRADE
VIC1,14/12/2022 7:00,5360.26,-10.76,TRADE
VIC1,14/12/2022 7:30,5099.05,-30.16,TRADE
VIC1,14/12/2022 8:00,4903.87,-36.4,TRADE
VIC1,14/12/2022 8:30,4854.41,-38,TRADE
VIC1,14/12/2022 9:00,4658.01,-38,TRADE
VIC1,14/12/2022 9:30,4299.61,-54.97,TRADE
VIC1,14/12/2022 10:00,4150.97,-62.36,TRADE
VIC1,14/12/2022 10:30,4022.22,-61.47,TRADE
VIC1,14/12/2022 11:00,3714.66,-61.51,TRADE
VIC1,14/12/2022 11:30,3949.95,-62,TRADE
VIC1,14/12/2022 12:00,3845.65,-72.34,TRADE
VIC1,14/12/2022 12:30,3788.68,-61.47,TRADE
VIC1,14/12/2022 13:00,3816.04,-74.03,TRADE
VIC1,14/12/2022 13:30,3667.12,-84.16,TRADE
VIC1,14/12/2022 14:00,3741.69,-68.04,TRADE
VIC1,14/12/2022 14:30,3763.64,-60,TRADE
VIC1,14/12/2022 15:00,3884.24,-45,TRADE
VIC1,14/12/2022 15:30,3958.79,-55.66,TRADE
VIC1,14/12/2022 16:00,4062.88,-45,TRADE
VIC1,14/12/2022 16:30,4288.41,-55.66,TRADE
VIC1,14/12/2022 17:00,4604.8,-38,TRADE
VIC1,14/12/2022 17:30,4885.76,8.94,TRADE
VIC1,14/12/2022 18:00,5075.38,8.94,TRADE
VIC1,14/12/2022 18:30,5335.44,10,TRADE
VIC1,14/12/2022 19:00,5375.32,9,TRADE
VIC1,14/12/2022 19:30,5477.48,82.53,TRADE
VIC1,14/12/2022 20:00,5440.55,95.17,TRADE
VIC1,14/12/2022 20:30,5394.34,100.32,TRADE
VIC1,14/12/2022 21:00,5236.86,85.25,TRADE
VIC1,14/12/2022 21:30,4911.39,29.51,TRADE
VIC1,14/12/2022 22:00,4679.51,8.94,TRADE
VIC1,14/12/2022 22:30,4549.33,8.94,TRADE
VIC1,14/12/2022 23:00,4478.4,8.94,TRADE
VIC1,14/12/2022 23:30,4604.77,9,TRADE
VIC1,15/12/2022 0:00,4553.23,42.53,TRADE
VIC1,15/12/2022 0:30,4360.11,19.13,TRADE
VIC1,15/12/2022 1:00,4233.18,19.19,TRADE
VIC1,15/12/2022 1:30,4155.69,8.94,TRADE
VIC1,15/12/2022 2:00,4005.43,8.94,TRADE
VIC1,15/12/2022 2:30,3906.27,8.94,TRADE
VIC1,15/12/2022 3:00,3906.02,8.94,TRADE
VIC1,15/12/2022 3:30,3918.71,8.94,TRADE
VIC1,15/12/2022 4:00,3963.89,8.94,TRADE
VIC1,15/12/2022 4:30,4143.53,9,TRADE
VIC1,15/12/2022 5:00,4383.66,19.19,TRADE
VIC1,15/12/2022 5:30,4896.78,97.08,TRADE
VIC1,15/12/2022 6:00,5087.91,74.13,TRADE
VIC1,15/12/2022 6:30,5210.19,-0.53,TRADE
VIC1,15/12/2022 7:00,5164.01,0.02,TRADE
VIC1,15/12/2022 7:30,4964.35,-27.21,TRADE
VIC1,15/12/2022 8:00,4728.41,-33.99,TRADE
VIC1,15/12/2022 8:30,4598.21,-30.43,TRADE
VIC1,15/12/2022 9:00,4454.34,-38,TRADE
VIC1,15/12/2022 9:30,4294.42,-55.66,TRADE
VIC1,15/12/2022 10:00,4372.62,-55.66,TRADE
VIC1,15/12/2022 10:30,4234.46,-54.65,TRADE
VIC1,15/12/2022 11:00,4160.43,-60.51,TRADE
VIC1,15/12/2022 11:30,3957.93,-62,TRADE
VIC1,15/12/2022 12:00,3836.45,-62.04,TRADE
VIC1,15/12/2022 12:30,3568.63,-74.75,TRADE
VIC1,15/12/2022 13:00,3525.5,-84.39,TRADE
VIC1,15/12/2022 13:30,3498.08,-60.51,TRADE
VIC1,15/12/2022 14:00,3656.62,-60.06,TRADE
VIC1,15/12/2022 14:30,3634.08,-58,TRADE
VIC1,15/12/2022 15:00,3486.17,-58,TRADE
VIC1,15/12/2022 15:30,3652.6,-50.27,TRADE
VIC1,15/12/2022 16:00,3738.22,-58,TRADE
VIC1,15/12/2022 16:30,3906.71,-58,TRADE
VIC1,15/12/2022 17:00,4235.29,-19.9,TRADE
VIC1,15/12/2022 17:30,4522.82,-38,TRADE
VIC1,15/12/2022 18:00,4802.32,10.9,TRADE
VIC1,15/12/2022 18:30,4904.67,22.75,TRADE
VIC1,15/12/2022 19:00,5151.42,43.3,TRADE
VIC1,15/12/2022 19:30,5237.15,43.83,TRADE
VIC1,15/12/2022 20:00,5286.83,34.36,TRADE
VIC1,15/12/2022 20:30,5334.73,27.44,TRADE
VIC1,15/12/2022 21:00,5134.94,26.67,TRADE
VIC1,15/12/2022 21:30,4976.98,26.45,TRADE
VIC1,15/12/2022 22:00,4723.48,24.64,TRADE
VIC1,15/12/2022 22:30,4602.05,8.94,TRADE
VIC1,15/12/2022 23:00,4483.62,8.94,TRADE
VIC1,15/12/2022 23:30,4750.91,25.54,TRADE
VIC1,16/12/2022 0:00,4623.09,24.84,TRADE
VIC1,16/12/2022 0:30,4449.97,25.44,TRADE
VIC1,16/12/2022 1:00,4276.17,19.19,TRADE
VIC1,16/12/2022 1:30,4257.9,25.23,TRADE
VIC1,16/12/2022 2:00,4142.63,25.46,TRADE
VIC1,16/12/2022 2:30,4025.9,21.54,TRADE
VIC1,16/12/2022 3:00,4035.68,19.19,TRADE
VIC1,16/12/2022 3:30,4000.68,20.16,TRADE
VIC1,16/12/2022 4:00,4101.38,27.82,TRADE
VIC1,16/12/2022 4:30,4336.81,82.23,TRADE
VIC1,16/12/2022 5:00,4553.71,85.25,TRADE
VIC1,16/12/2022 5:30,4851.91,120.19,TRADE
VIC1,16/12/2022 6:00,4975.1,26.51,TRADE
VIC1,16/12/2022 6:30,5307.55,20.37,TRADE
VIC1,16/12/2022 7:00,5059.72,8.93,TRADE
VIC1,16/12/2022 7:30,4878.77,-23.77,TRADE
VIC1,16/12/2022 8:00,4446.01,-31.46,TRADE
VIC1,16/12/2022 8:30,4045.78,-45,TRADE
VIC1,16/12/2022 9:00,3735.85,-38,TRADE
VIC1,16/12/2022 9:30,3632.43,-41.37,TRADE
VIC1,16/12/2022 10:00,3474.39,-45,TRADE
VIC1,16/12/2022 10:30,3347.74,-58,TRADE
VIC1,16/12/2022 11:00,3307.67,-60.51,TRADE
VIC1,16/12/2022 11:30,3205.35,-60.01,TRADE
VIC1,16/12/2022 12:00,3170.65,-63.57,TRADE
VIC1,16/12/2022 12:30,3209.94,-68.04,TRADE
VIC1,16/12/2022 13:00,3172.81,-74.64,TRADE
VIC1,16/12/2022 13:30,3133.62,-64.48,TRADE
VIC1,16/12/2022 14:00,3108.29,-59.21,TRADE
VIC1,16/12/2022 14:30,3261.73,-58,TRADE
VIC1,16/12/2022 15:00,3278.98,-45,TRADE
VIC1,16/12/2022 15:30,3385.4,-55.66,TRADE
VIC1,16/12/2022 16:00,3544.33,-38,TRADE
VIC1,16/12/2022 16:30,3902.56,-38,TRADE
VIC1,16/12/2022 17:00,4151.92,-38,TRADE
VIC1,16/12/2022 17:30,4244.9,-38,TRADE
VIC1,16/12/2022 18:00,4368.6,8.94,TRADE
VIC1,16/12/2022 18:30,4550.95,8.94,TRADE
VIC1,16/12/2022 19:00,4744.91,9.18,TRADE
VIC1,16/12/2022 19:30,4896.53,19.69,TRADE
VIC1,16/12/2022 20:00,4922.06,19.67,TRADE
VIC1,16/12/2022 20:30,4936.41,26.77,TRADE
VIC1,16/12/2022 21:00,4783.74,19.13,TRADE
VIC1,16/12/2022 21:30,4661.23,19.13,TRADE
VIC1,16/12/2022 22:00,4414.18,8.94,TRADE
VIC1,16/12/2022 22:30,4313.32,8.94,TRADE
VIC1,16/12/2022 23:00,4357.06,8.94,TRADE
VIC1,16/12/2022 23:30,4515.13,20.13,TRADE
VIC1,17/12/2022 0:00,4339.95,19.13,TRADE
VIC1,17/12/2022 0:30,4250.07,18.73,TRADE
VIC1,17/12/2022 1:00,4239.31,17.61,TRADE
VIC1,17/12/2022 1:30,3970.78,8.94,TRADE
VIC1,17/12/2022 2:00,3943.81,18.97,TRADE
VIC1,17/12/2022 2:30,3794.68,17.44,TRADE
VIC1,17/12/2022 3:00,3770.32,15.77,TRADE
VIC1,17/12/2022 3:30,3777.67,17.39,TRADE
VIC1,17/12/2022 4:00,3849.35,15.96,TRADE
VIC1,17/12/2022 4:30,3860.43,26.08,TRADE
VIC1,17/12/2022 5:00,3984.49,26.11,TRADE
VIC1,17/12/2022 5:30,4100.12,30.67,TRADE
VIC1,17/12/2022 6:00,4043.84,11.13,TRADE
VIC1,17/12/2022 6:30,4087.69,-38,TRADE
VIC1,17/12/2022 7:00,3834.92,-58,TRADE
VIC1,17/12/2022 7:30,3625.01,-58,TRADE
VIC1,17/12/2022 8:00,3527.71,-58,TRADE
VIC1,17/12/2022 8:30,3233.04,-61.47,TRADE
VIC1,17/12/2022 9:00,3005.31,-60.51,TRADE
VIC1,17/12/2022 9:30,2932.48,-58,TRADE
VIC1,17/12/2022 10:00,2767.64,-58,TRADE
VIC1,17/12/2022 10:30,2779.79,-60.98,TRADE
VIC1,17/12/2022 11:00,2804.52,-102.89,TRADE
VIC1,17/12/2022 11:30,2715.89,-84.39,TRADE
VIC1,17/12/2022 12:00,2608.92,-75.67,TRADE
VIC1,17/12/2022 12:30,2641.98,-68.96,TRADE
VIC1,17/12/2022 13:00,2536.09,-111.25,TRADE
VIC1,17/12/2022 13:30,2418.58,-68.04,TRADE
VIC1,17/12/2022 14:00,2489.12,-62,TRADE
VIC1,17/12/2022 14:30,2522.94,-100.03,TRADE
VIC1,17/12/2022 15:00,2653.72,-92.14,TRADE
VIC1,17/12/2022 15:30,2863.49,-76.11,TRADE
VIC1,17/12/2022 16:00,3110.51,-67.3,TRADE
VIC1,17/12/2022 16:30,3311.55,-58,TRADE
VIC1,17/12/2022 17:00,3546.13,-58,TRADE
VIC1,17/12/2022 17:30,3841.67,-38,TRADE
VIC1,17/12/2022 18:00,4105.96,-38,TRADE
VIC1,17/12/2022 18:30,4230.84,8.94,TRADE
VIC1,17/12/2022 19:00,4375.83,8.94,TRADE
VIC1,17/12/2022 19:30,4433.75,19.19,TRADE
VIC1,17/12/2022 20:00,4399.68,19.13,TRADE
VIC1,17/12/2022 20:30,4406.3,8.94,TRADE
VIC1,17/12/2022 21:00,4292.72,8.7,TRADE
VIC1,17/12/2022 21:30,4218.03,8.94,TRADE
VIC1,17/12/2022 22:00,4019.59,8.94,TRADE
VIC1,17/12/2022 22:30,3969.21,8.94,TRADE
VIC1,17/12/2022 23:00,3845.48,-37.99,TRADE
VIC1,17/12/2022 23:30,4101.28,8.94,TRADE
VIC1,18/12/2022 0:00,4008.95,0.02,TRADE
VIC1,18/12/2022 0:30,3839.76,-38,TRADE
VIC1,18/12/2022 1:00,3780.55,-27.32,TRADE
VIC1,18/12/2022 1:30,3702.68,-38,TRADE
VIC1,18/12/2022 2:00,3516.37,-42.08,TRADE
VIC1,18/12/2022 2:30,3572.62,-42.03,TRADE
VIC1,18/12/2022 3:00,3411.42,-55.66,TRADE
VIC1,18/12/2022 3:30,3434.07,-42.73,TRADE
VIC1,18/12/2022 4:00,3500.02,-38,TRADE
VIC1,18/12/2022 4:30,3535.3,-38,TRADE
VIC1,18/12/2022 5:00,3550.12,-38,TRADE
VIC1,18/12/2022 5:30,3515.33,-38,TRADE
VIC1,18/12/2022 6:00,3422.29,-45,TRADE
VIC1,18/12/2022 6:30,3437.07,-67.05,TRADE
VIC1,18/12/2022 7:00,3423.13,-63.05,TRADE
VIC1,18/12/2022 7:30,3208.28,-74.82,TRADE
VIC1,18/12/2022 8:00,3001.82,-88.6,TRADE
VIC1,18/12/2022 8:30,2761.95,-80.77,TRADE
VIC1,18/12/2022 9:00,2643.29,-141.52,TRADE
VIC1,18/12/2022 9:30,2514.78,-69.77,TRADE
VIC1,18/12/2022 10:00,2292.31,-97.43,TRADE
VIC1,18/12/2022 10:30,2241.91,-78.09,TRADE
VIC1,18/12/2022 11:00,2180.75,-65.5,TRADE
VIC1,18/12/2022 11:30,2167.65,-80.4,TRADE
VIC1,18/12/2022 12:00,2082.22,-124.75,TRADE
VIC1,18/12/2022 12:30,2076.65,-68.54,TRADE
VIC1,18/12/2022 13:00,1976.53,-71.58,TRADE
VIC1,18/12/2022 13:30,2098.38,-84.99,TRADE
VIC1,18/12/2022 14:00,2169.7,-65.96,TRADE
VIC1,18/12/2022 14:30,2278.17,-64.18,TRADE
VIC1,18/12/2022 15:00,2350.81,-62,TRADE
VIC1,18/12/2022 15:30,2694.02,-70.28,TRADE
VIC1,18/12/2022 16:00,2939.64,-62,TRADE
VIC1,18/12/2022 16:30,3051.37,-58,TRADE
VIC1,18/12/2022 17:00,3545.2,-47.21,TRADE
VIC1,18/12/2022 17:30,3891.65,-38,TRADE
VIC1,18/12/2022 18:00,4119.46,8.94,TRADE
VIC1,18/12/2022 18:30,4386.74,9,TRADE
VIC1,18/12/2022 19:00,4510.35,17.49,TRADE
VIC1,18/12/2022 19:30,4491.46,19.88,TRADE
VIC1,18/12/2022 20:00,4467.3,19.13,TRADE
VIC1,18/12/2022 20:30,4495.24,9,TRADE
VIC1,18/12/2022 21:00,4384.32,8.7,TRADE
VIC1,18/12/2022 21:30,4340.07,8.94,TRADE
VIC1,18/12/2022 22:00,4089.13,0.02,TRADE
VIC1,18/12/2022 22:30,3934.78,0.02,TRADE
VIC1,18/12/2022 23:00,3954.32,5.69,TRADE
VIC1,18/12/2022 23:30,4259.99,9,TRADE
VIC1,19/12/2022 0:00,4183.27,9,TRADE
VIC1,19/12/2022 0:30,4088.39,9,TRADE
VIC1,19/12/2022 1:00,4089.29,9,TRADE
VIC1,19/12/2022 1:30,3819.17,6.69,TRADE
VIC1,19/12/2022 2:00,3725.73,8.94,TRADE
VIC1,19/12/2022 2:30,3718.62,8.94,TRADE
VIC1,19/12/2022 3:00,3759.09,9,TRADE
VIC1,19/12/2022 3:30,3761.15,9,TRADE
VIC1,19/12/2022 4:00,3786.29,8.94,TRADE
VIC1,19/12/2022 4:30,3985.63,19.13,TRADE
VIC1,19/12/2022 5:00,4150.64,19.19,TRADE
VIC1,19/12/2022 5:30,4350.41,19.19,TRADE
VIC1,19/12/2022 6:00,4596.14,19.13,TRADE
VIC1,19/12/2022 6:30,4649.83,8.36,TRADE
VIC1,19/12/2022 7:00,4479.06,8.94,TRADE
VIC1,19/12/2022 7:30,4203.18,0.02,TRADE
VIC1,19/12/2022 8:00,4005.6,-26.59,TRADE
VIC1,19/12/2022 8:30,3726.54,-56.2,TRADE
VIC1,19/12/2022 9:00,3464.2,-60,TRADE
VIC1,19/12/2022 9:30,3249.08,-60,TRADE
VIC1,19/12/2022 10:00,3256.45,-45,TRADE
VIC1,19/12/2022 10:30,2992.85,-55.66,TRADE
VIC1,19/12/2022 11:00,3081.62,-45,TRADE
VIC1,19/12/2022 11:30,3041.59,-60,TRADE
VIC1,19/12/2022 12:00,3119.45,-55.53,TRADE
VIC1,19/12/2022 12:30,3013.56,-61.51,TRADE
VIC1,19/12/2022 13:00,3192.6,-23.92,TRADE
VIC1,19/12/2022 13:30,3147.24,-33.35,TRADE
VIC1,19/12/2022 14:00,3150.92,-40.93,TRADE
VIC1,19/12/2022 14:30,3306.85,-35.22,TRADE
VIC1,19/12/2022 15:00,3427.13,-23.86,TRADE
VIC1,19/12/2022 15:30,3658.79,17.27,TRADE
VIC1,19/12/2022 16:00,3986.59,20.26,TRADE
VIC1,19/12/2022 16:30,4253.39,9,TRADE
VIC1,19/12/2022 17:00,4489.83,9,TRADE
VIC1,19/12/2022 17:30,4757.16,18.09,TRADE
VIC1,19/12/2022 18:00,4969.83,19.13,TRADE
VIC1,19/12/2022 18:30,5021.24,90.34,TRADE
VIC1,19/12/2022 19:00,5151.44,104.85,TRADE
VIC1,19/12/2022 19:30,5049.99,108.55,TRADE
VIC1,19/12/2022 20:00,4930.29,106.44,TRADE
VIC1,19/12/2022 20:30,4938.64,93.49,TRADE
VIC1,19/12/2022 21:00,4654.95,77.44,TRADE
VIC1,19/12/2022 21:30,4584.98,20.09,TRADE
VIC1,19/12/2022 22:00,4293.43,19.81,TRADE
VIC1,19/12/2022 22:30,4295.34,25.54,TRADE
VIC1,19/12/2022 23:00,4197.15,28.96,TRADE
VIC1,19/12/2022 23:30,4406.88,41.5,TRADE
VIC1,20/12/2022 0:00,4169.02,31.57,TRADE
VIC1,20/12/2022 0:30,4034.38,28.92,TRADE
VIC1,20/12/2022 1:00,3934.99,20.16,TRADE
VIC1,20/12/2022 1:30,3897.93,19.13,TRADE
VIC1,20/12/2022 2:00,3798.08,19.19,TRADE
VIC1,20/12/2022 2:30,3807.12,19.54,TRADE
VIC1,20/12/2022 3:00,3767.95,18.87,TRADE
VIC1,20/12/2022 3:30,3793.05,20.26,TRADE
VIC1,20/12/2022 4:00,3905.44,21.05,TRADE
VIC1,20/12/2022 4:30,4054.32,23.96,TRADE
VIC1,20/12/2022 5:00,4109.08,20.75,TRADE
VIC1,20/12/2022 5:30,4384.52,21.83,TRADE
VIC1,20/12/2022 6:00,4470.82,9,TRADE
VIC1,20/12/2022 6:30,4628.22,4,TRADE
VIC1,20/12/2022 7:00,4557.06,0.18,TRADE
VIC1,20/12/2022 7:30,4216,-2.34,TRADE
VIC1,20/12/2022 8:00,4016.4,-24.26,TRADE
VIC1,20/12/2022 8:30,3863,-37.99,TRADE
VIC1,20/12/2022 9:00,3621.85,16.02,TRADE
VIC1,20/12/2022 9:30,3444.16,-45,TRADE
VIC1,20/12/2022 10:00,3362.58,-25.31,TRADE
VIC1,20/12/2022 10:30,3319.12,-45,TRADE
VIC1,20/12/2022 11:00,3191.05,-30.8,TRADE
VIC1,20/12/2022 11:30,3279.58,-56.48,TRADE
VIC1,20/12/2022 12:00,3263.06,-45,TRADE
VIC1,20/12/2022 12:30,3306.65,-34.25,TRADE
VIC1,20/12/2022 13:00,3347.16,-34.69,TRADE
VIC1,20/12/2022 13:30,3360.54,0.02,TRADE
VIC1,20/12/2022 14:00,3498.52,12.51,TRADE
VIC1,20/12/2022 14:30,3635.29,8.94,TRADE
VIC1,20/12/2022 15:00,3757,0,TRADE
VIC1,20/12/2022 15:30,4048.4,-6.64,TRADE
VIC1,20/12/2022 16:00,4239.5,-38.06,TRADE
VIC1,20/12/2022 16:30,4637.39,25.12,TRADE
VIC1,20/12/2022 17:00,5077.31,19.13,TRADE
VIC1,20/12/2022 17:30,5294.32,12.44,TRADE
VIC1,20/12/2022 18:00,5392.19,33.86,TRADE
VIC1,20/12/2022 18:30,5255.44,75,TRADE
VIC1,20/12/2022 19:00,5289,93.64,TRADE
VIC1,20/12/2022 19:30,5185.15,75,TRADE
VIC1,20/12/2022 20:00,5086.21,75,TRADE
VIC1,20/12/2022 20:30,5066.88,75,TRADE
VIC1,20/12/2022 21:00,4836.24,34.95,TRADE
VIC1,20/12/2022 21:30,4641.7,19.19,TRADE
VIC1,20/12/2022 22:00,4514.78,9,TRADE
VIC1,20/12/2022 22:30,4301.9,19.13,TRADE
VIC1,20/12/2022 23:00,4308.36,19.19,TRADE
VIC1,20/12/2022 23:30,4498.66,36.76,TRADE
VIC1,21/12/2022 0:00,4275.05,28.96,TRADE
VIC1,21/12/2022 0:30,4197.75,19.19,TRADE
VIC1,21/12/2022 1:00,4114.1,76.76,TRADE
VIC1,21/12/2022 1:30,3976.67,39.5,TRADE
VIC1,21/12/2022 2:00,3916.63,74.33,TRADE
VIC1,21/12/2022 2:30,3898.27,72.31,TRADE
VIC1,21/12/2022 3:00,3825.78,75,TRADE
VIC1,21/12/2022 3:30,3901.61,79.4,TRADE
VIC1,21/12/2022 4:00,3887.9,76.75,TRADE
VIC1,21/12/2022 4:30,4115.57,102.07,TRADE
VIC1,21/12/2022 5:00,4184.95,101.55,TRADE
VIC1,21/12/2022 5:30,4362.34,107.43,TRADE
VIC1,21/12/2022 6:00,4447.94,85.07,TRADE
VIC1,21/12/2022 6:30,4515.94,28.96,TRADE
VIC1,21/12/2022 7:00,4538.38,19.13,TRADE
VIC1,21/12/2022 7:30,4277.26,19.13,TRADE
VIC1,21/12/2022 8:00,4041.44,-20,TRADE
VIC1,21/12/2022 8:30,4036.04,-8.05,TRADE
VIC1,21/12/2022 9:00,3893.1,3.66,TRADE
VIC1,21/12/2022 9:30,3608.35,-45,TRADE
VIC1,21/12/2022 10:00,3644.91,-8.14,TRADE
VIC1,21/12/2022 10:30,3488.47,9,TRADE
VIC1,21/12/2022 11:00,3579.3,10.88,TRADE
VIC1,21/12/2022 11:30,3540.51,-38,TRADE
VIC1,21/12/2022 12:00,3591.87,141.33,TRADE
VIC1,21/12/2022 12:30,3866.04,19.13,TRADE
VIC1,21/12/2022 13:00,4125.21,28.96,TRADE
VIC1,21/12/2022 13:30,4379.96,26.29,TRADE
VIC1,21/12/2022 14:00,4463.1,39.44,TRADE
VIC1,21/12/2022 14:30,4579.71,75,TRADE
VIC1,21/12/2022 15:00,4682.82,79.24,TRADE
VIC1,21/12/2022 15:30,4940.76,121.6,TRADE
VIC1,21/12/2022 16:00,5187.43,93.63,TRADE
VIC1,21/12/2022 16:30,5518.85,100.96,TRADE
VIC1,21/12/2022 17:00,5628.39,117.95,TRADE
VIC1,21/12/2022 17:30,5578.24,153.76,TRADE
VIC1,21/12/2022 18:00,5568.94,147.07,TRADE
VIC1,21/12/2022 18:30,5522.8,179.25,TRADE
VIC1,21/12/2022 19:00,5347.56,107.52,TRADE
VIC1,21/12/2022 19:30,5379.8,98.9,TRADE
VIC1,21/12/2022 20:00,5452.09,89.33,TRADE
VIC1,21/12/2022 20:30,5275.79,96.81,TRADE
VIC1,21/12/2022 21:00,5040.08,75,TRADE
VIC1,21/12/2022 21:30,4918.29,75,TRADE
VIC1,21/12/2022 22:00,4744.88,79.84,TRADE
VIC1,21/12/2022 22:30,4687.02,92.76,TRADE
VIC1,21/12/2022 23:00,4479.69,85.25,TRADE
VIC1,21/12/2022 23:30,4770.33,97.07,TRADE
VIC1,22/12/2022 0:00,4509.81,109.58,TRADE
VIC1,22/12/2022 0:30,4365.72,143.45,TRADE
VIC1,22/12/2022 1:00,4353.55,139.45,TRADE
VIC1,22/12/2022 1:30,4164.03,121.64,TRADE
VIC1,22/12/2022 2:00,4046.61,110.04,TRADE
VIC1,22/12/2022 2:30,3998.64,85.25,TRADE
VIC1,22/12/2022 3:00,4032.65,98.34,TRADE
VIC1,22/12/2022 3:30,4068.76,96,TRADE
VIC1,22/12/2022 4:00,4041.35,95.13,TRADE
VIC1,22/12/2022 4:30,4247.69,116.85,TRADE
VIC1,22/12/2022 5:00,4432.76,104.76,TRADE
VIC1,22/12/2022 5:30,4573.69,106.59,TRADE
VIC1,22/12/2022 6:00,4827.27,86.21,TRADE
VIC1,22/12/2022 6:30,5033.39,75,TRADE
VIC1,22/12/2022 7:00,4999.76,75,TRADE
VIC1,22/12/2022 7:30,5153.49,75.63,TRADE
VIC1,22/12/2022 8:00,5006.71,95.14,TRADE
VIC1,22/12/2022 8:30,4943.62,47.88,TRADE
VIC1,22/12/2022 9:00,4847.33,8.49,TRADE
VIC1,22/12/2022 9:30,4766.79,-6.11,TRADE
VIC1,22/12/2022 10:00,4153.08,-12.07,TRADE
VIC1,22/12/2022 10:30,4126.65,-14.82,TRADE
VIC1,22/12/2022 11:00,4042.64,-11.06,TRADE
VIC1,22/12/2022 11:30,3943.22,14.64,TRADE
VIC1,22/12/2022 12:00,4060.47,19.57,TRADE
VIC1,22/12/2022 12:30,3995.21,19.52,TRADE
VIC1,22/12/2022 13:00,4460.05,19.03,TRADE
VIC1,22/12/2022 13:30,4566.07,32.69,TRADE
VIC1,22/12/2022 14:00,4466.11,68.4,TRADE
VIC1,22/12/2022 14:30,3899.6,0.02,TRADE
VIC1,22/12/2022 15:00,4270.5,8.94,TRADE
VIC1,22/12/2022 15:30,4939.48,75,TRADE
VIC1,22/12/2022 16:00,5217.5,15.44,TRADE
VIC1,22/12/2022 16:30,5398.74,19.13,TRADE
VIC1,22/12/2022 17:00,5405.52,94.02,TRADE
VIC1,22/12/2022 17:30,5504.4,85.25,TRADE
VIC1,22/12/2022 18:00,5349.69,101.77,TRADE
VIC1,22/12/2022 18:30,5178.3,102.53,TRADE
VIC1,22/12/2022 19:00,5116.24,115.99,TRADE
VIC1,22/12/2022 19:30,5141.42,105.16,TRADE
VIC1,22/12/2022 20:00,5094.21,106.99,TRADE
VIC1,22/12/2022 20:30,5118.13,128.75,TRADE
VIC1,22/12/2022 21:00,4883.7,117.93,TRADE
VIC1,22/12/2022 21:30,4812.49,115.66,TRADE
VIC1,22/12/2022 22:00,4633.02,113.05,TRADE
VIC1,22/12/2022 22:30,4611.23,111.6,TRADE
VIC1,22/12/2022 23:00,4471.45,111.46,TRADE
VIC1,22/12/2022 23:30,4624.41,105.28,TRADE
VIC1,23/12/2022 0:00,4469.24,101.01,TRADE
VIC1,23/12/2022 0:30,4317.53,91.38,TRADE
VIC1,23/12/2022 1:00,4218.26,93.07,TRADE
VIC1,23/12/2022 1:30,4073.48,83.49,TRADE
VIC1,23/12/2022 2:00,4016.91,82.43,TRADE
